location,total_cases,first_case,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,diabetes_prevalence,female_smokers,male_smokers,total_deaths
Cayman Islands,-0.014108685,0.105494678,-0.026099329,0.013622037,-0.094575069,-0.038432365,-0.032611468,0.266103233,0.231165897,-0.052872324,-0.104107394,-0.017543201
Cyprus,-0.013519073,0.024193865,-0.025536441,0.013622037,0.216603179,0.1848118,0.17396156,0.115701227,0.053249044,0.234979954,0.340947777,-0.017353024
Czech Republic,-0.008224061,-0.040846785,-0.018704699,0.013622037,0.397872061,0.401410912,0.341880522,0.11734195,-0.054931555,0.483271525,0.136402323,-0.014108123
Germany,0.109676946,-0.31726955,0.032065674,0.013622037,0.497569946,0.495060787,0.585493813,0.225907063,0.011675508,0.430879726,0.062538686,0.074241138
Djibouti,-0.013258061,0.097364597,-0.025458555,0.013622037,-0.142913438,-0.170447803,-0.170169347,-0.139812766,-0.089352654,-0.172764921,-0.059620405,-0.017519429
Dominica,-0.014158299,0.129884922,-0.026094973,0.013622037,-0.094575069,-0.038432365,-0.032611468,-0.079885874,0.159641534,-0.052872324,-0.104107394,-0.002413825
Denmark,-0.006499803,-0.07336711,-0.022120735,0.013622037,0.367660581,0.426502593,0.38334543,0.238405691,-0.073259673,0.228146241,-0.140586314,-0.011219805
Dominican Republic,-0.006119431,-0.040846785,-0.01860818,0.013622037,-0.076448181,-0.063595843,-0.056683512,-0.037507709,0.006758209,-0.017867427,-0.13632495,-0.012693679
Algeria,-0.009673646,-0.081497192,0.004321448,0.013622037,-0.03113096,-0.093319835,-0.08796308,-0.043416337,-0.0589548,-0.195543964,0.024186414,-0.011350552
Ecuador,0.007750853,-0.048976867,-0.013887102,0.013622037,-0.061342441,-0.058847725,-0.054512866,-0.072071864,-0.111704018,-0.165931208,-0.232915859,0.010187032
Egypt,-0.006669496,-0.170928086,0.044953996,0.013622037,-0.145934586,-0.133929756,-0.141728316,-0.072344753,0.41400005,-0.206933486,0.304015959,-0.010946425
Eritrea,-0.014141761,0.121754841,-0.023681035,0.013622037,-0.327203468,-0.19384097,-0.181801784,-0.150089726,-0.089352654,-0.206933486,-0.24569995,-0.002413825
Western Sahara,-0.01416549,0.406307686,-0.025729982,0.013622037,-0.052278996,-0.038432365,-0.225826942,-0.019430832,-0.027306565,-0.052872324,-0.104107394,-0.002413825
Spain,0.150878663,-0.284749224,0.006338882,0.013622037,0.464337318,0.41719937,0.465384724,0.131674035,-0.0392856,0.412656491,0.038390959,0.307184607
Estonia,-0.012910765,-0.065237029,-0.025223349,0.013622037,0.379745173,0.417817011,0.448242185,0.090468837,-0.18009919,0.346597266,0.150606868,-0.016830036
Ethiopia,-0.013980696,0.05671419,0.053728385,0.013622037,-0.312097728,-0.196967779,-0.187812805,-0.148202225,-0.025874782,-0.202377677,-0.286893132,-0.017495657
Finland,-0.009816735,-0.301009387,-0.022295459,0.013622037,0.382766321,0.486375205,0.435607911,0.185971139,-0.102316445,0.205367197,-0.086609041,-0.01417944
Fiji,-0.014156861,0.105494678,-0.025522166,0.013622037,-0.0462367,-0.092818001,-0.119854882,-0.088231583,0.287938361,0.020856947,0.086686414,-0.002413825
Falkland Islands,-0.014160456,0.227445898,-0.02614257,0.013622037,-0.094575069,-0.038432365,-0.032611468,-0.019430832,-0.027306565,-0.052872324,-0.104107394,-0.002413825
France,0.087023587,-0.341659793,0.01920516,0.013622037,0.358597136,0.428085299,0.425311256,0.168942019,-0.146572145,0.474159908,0.09805005,0.304248745
Faeroe Islands,-0.014035343,0.105494678,-0.02611104,0.013622037,-0.094575069,-0.038432365,-0.032611468,-0.019430832,-0.027306565,-0.052872324,-0.104107394,-0.002413825
Gabon,-0.013447888,0.048584109,-0.024598618,0.013622037,-0.212399842,-0.16129899,-0.136997421,-0.020637678,-0.037944518,-0.052872324,-0.104107394,-0.017448113
Georgia,-0.013704585,-0.07336711,-0.023373426,0.013622037,0.258899251,0.240708345,0.267521976,-0.079269126,-0.041967764,-0.090760365,0.380720505,-0.017424341
Guernsey,-0.013988606,0.105494678,-0.0003735,0.013622037,-0.094575069,-0.038432365,-0.032611468,-0.019430832,-0.027306565,-0.052872324,-0.104107394,-0.017400568
Ghana,-0.010281235,0.048584109,-0.004556406,0.013622037,-0.272822803,-0.202410744,-0.194213428,-0.126721109,-0.137631599,-0.204655582,-0.298256768,-0.017269821
Gibraltar,-0.014064105,0.105494678,-0.026121582,0.013622037,-0.094575069,-0.038432365,-0.032611468,-0.019430832,-0.027306565,-0.052872324,-0.104107394,-0.002413825
Guinea,-0.012462803,0.05671419,-0.017020705,0.013622037,-0.336266912,-0.212061391,-0.206179811,-0.14588874,-0.251623553,-0.052872324,-0.104107394,-0.017388682
Gambia,-0.014153266,0.089234516,-0.024465962,0.013622037,-0.381584132,-0.242789049,-0.223767611,-0.149648459,-0.274421943,-0.195543964,0.03555005,-0.017543201
Guinea-Bissau,-0.013580191,0.162405247,-0.024777682,0.013622037,-0.32418232,-0.217195535,-0.215530287,-0.149761055,-0.251623553,-0.052872324,-0.104107394,-0.017519429
Equatorial Guinea,-0.013794465,0.064844272,-0.025170236,0.013622037,-0.233547879,-0.223217538,-0.205122316,0.031329583,-0.012016937,-0.052872324,-0.104107394,-0.017483771
Greece,-0.012185253,-0.07336711,-0.018903352,0.013622037,0.458295022,0.454257853,0.50573648,0.048268046,-0.156406745,0.592610933,0.331004595,-0.015712744
Grenada,-0.014154704,0.129884922,-0.026066815,0.013622037,-0.022067516,-0.051127208,-0.02317764,-0.046168122,0.118962053,-0.052872324,-0.104107394,-0.002413825
Greenland,-0.014161894,0.105494678,-0.026105546,0.013622037,-0.094575069,-0.038432365,-0.032611468,-0.019430832,-0.263246262,-0.052872324,-0.104107394,-0.002413825
Guatemala,-0.013204852,0.064844272,-0.013697772,0.013622037,-0.218442138,-0.151879959,-0.134771117,-0.099232865,0.095269608,-0.052872324,-0.104107394,-0.017210391
Guam,-0.01406051,0.097364597,-0.026027724,0.013622037,0.038355445,0.035612803,0.003092745,-0.019430832,0.60219853,-0.052872324,-0.104107394,-0.017495657
Guyana,-0.014088552,0.048584109,-0.025598511,0.013622037,-0.115723105,-0.128293778,-0.144733826,-0.099136205,0.159641534,-0.052872324,-0.104107394,-0.017436227
Honduras,-0.012548368,0.040454028,-0.019263554,0.013622037,-0.158019178,-0.153501267,-0.142173577,-0.124019181,-0.037497491,-0.165931208,-0.104107394,-0.016093099
Croatia,-0.012578568,-0.081497192,-0.023292768,0.013622037,0.419020097,0.428316915,0.423864159,0.031887952,-0.109915909,0.56983189,0.159129595,-0.016437796
Haiti,-0.014001548,0.105494678,-0.018222839,0.013622037,-0.176146066,-0.147788084,-0.138221888,-0.148862336,-0.062531018,-0.145430069,-0.079506768,-0.017341138
Hungary,-0.011739448,-0.016456541,-0.019433258,0.013622037,0.400893209,0.384039748,0.36392093,0.067216153,-0.022298564,0.398989065,0.086686414,-0.012372755
Indonesia,-0.003069263,-0.040846785,0.163891317,0.013622037,-0.025088664,-0.127753342,-0.132711786,-0.066853104,-0.077282918,-0.147707973,0.673334141,-0.005336193
Isle of Man,-0.013931083,0.113624759,-0.026085912,0.013622037,-0.094575069,-0.038432365,-0.032611468,-0.019430832,-0.027306565,-0.052872324,-0.104107394,-0.017281708
India,0.041917482,-0.301009387,0.932642175,0.013622037,-0.058321293,-0.101889609,-0.112619394,-0.107808565,0.10465718,-0.168209112,-0.115018132,0.01274254
Ireland,0.002656454,-0.048976867,-0.022714352,0.013622037,0.258899251,0.204576324,0.180362183,0.416026776,-0.213179208,0.312428701,-0.04257495,0.00023838
Iran,0.066883993,-0.13027768,0.032210887,0.013622037,0.068566925,-0.123082429,-0.125531956,0.00103698,0.068894999,-0.19326606,-0.107915859,0.063068219
Iraq,-0.011989674,-0.089627273,0.001800443,0.013622037,-0.306055431,-0.210092659,-0.19371251,-0.028364464,0.034920926,-0.052872324,-0.104107394,-0.016188188
Iceland,-0.012874094,-0.057106948,-0.025907899,0.013622037,0.216603179,0.223993425,0.20980505,0.236689431,-0.122432672,0.114251024,-0.191722677,-0.017436227
Israel,-0.002271128,-0.114017517,-0.02013137,0.013622037,0.01418626,0.119843647,0.106949816,0.121869294,-0.058507773,0.139307972,0.095209141,-0.014417161
Italy,0.145531881,-0.292879306,0.015862141,0.013622037,0.536844871,0.555589642,0.601244912,0.139824792,-0.146125117,0.239535762,-0.012745405,0.352173434
Jamaica,-0.013803812,0.040454028,-0.024087661,0.013622037,0.038355445,0.040746947,0.053017607,-0.092612635,0.144442607,-0.090760365,-0.001381768,-0.017448113
Jersey,-0.013956968,0.105494678,-0.0003735,0.013622037,-0.094575069,-0.038432365,-0.032611468,-0.019430832,-0.027306565,-0.052872324,-0.104107394,-0.017234163
Jordan,-0.013751323,-0.032716704,-0.019056143,0.013622037,-0.209378694,-0.186004645,-0.171226841,-0.091374881,0.165452889,-0.052872324,-0.104107394,-0.017448113
